Serial Number:,PSY1K30G,,,,,,,,,,,,,,
APP Serial #:,3.00E+10,,,,,,,,,,,,,,
Head Serial #:,2969,,,,,,,,,,,,,,
App Ver:,R1-7-8,,,,,,,,,,,,,,
COM Ver:,R2-6-7,,,,,,,,,,,,,,
Instrument Name:,,,,,,,,,,,,,,,
Instrument Comment:,51ES-US ,,,,,,,,,,,,,,
Cooling Time:,10,seconds,,,,,,,,,,,,,
Waiting Time:,6,seconds,,,,,,,,,,,,,
Warming Duration:,0,seconds,,,,,,,,,,,,,
Wait before measurement:,15,seconds,,,,,,,,,,,,,
Chamber Heating Duration:,45,seconds,,,,,,,,,,,,,
Chamber Heating Schedule:,continuous ,,,,,,,,,,,,,,
C1:,0.027,,,,,,,,,,,,,,
C2:,0.325,,,,,,,,,,,,,,
Date,Time,Chamber Temperature (∞C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (∞C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA)
03/05/2022,13:00:00,12.97,-0.801,0,0,1.41,-3.01,0.949,-0.11,8.643,4.02,16.29,not present ,0,0
03/05/2022,13:30:00,13.66,1.176,0,0,1.41,-3.01,0.758,0.16,8.616,4.01,16,not present ,0,0
03/05/2022,14:00:00,14.43,0.453,0,0,1.41,-3.01,1.164,0.06,8.585,3.99,16.7,not present ,0,0
03/05/2022,14:30:00,13.58,2.02,0,0,1.41,-3.01,0.911,0.28,8.62,3.98,15,not present ,0,0
03/05/2022,15:00:00,13.68,2.693,0,0,1.41,-3.01,0.936,0.38,8.616,3.97,14.7,not present ,0,0
03/05/2022,15:30:00,14.47,1.815,0,0,1.41,-3.01,1.143,0.25,8.585,3.97,15.3,not present ,0,0
03/05/2022,16:00:00,15.69,3.344,0,0,1.41,-3.01,1.43,0.46,8.54,3.96,15.8,not present ,0,0
03/05/2022,16:30:00,15.42,0.892,0,0,1.41,-3.01,1.423,0.12,8.548,3.96,15.7,not present ,0,0
03/05/2022,17:00:00,15.07,0.762,0,0,1.41,-3.01,0.824,0.1,8.563,3.95,15.6,not present ,0,0
03/05/2022,17:30:00,14.68,-0.441,0,0,1.41,-3.01,0.357,-0.06,8.578,3.95,15.8,not present ,0,0
03/05/2022,18:00:00,14.59,2.466,0,0,1.41,-3.01,0.646,0.34,8.582,3.94,15.7,not present ,0,0
03/05/2022,18:30:00,14.51,1.629,0,0,1.41,-3.01,1.117,0.22,8.582,3.94,16.1,not present ,0,0
03/05/2022,19:00:00,14.71,2.553,0,0,1.41,-3.01,1.397,0.35,8.574,3.94,16.2,not present ,0,0
03/05/2022,19:30:00,14.24,1.756,0,0,1.41,-3.01,0.875,0.24,8.593,3.93,15.5,not present ,0,0
03/05/2022,20:00:00,13.24,-0.291,0,0,1.41,-3.01,0.315,-0.04,8.631,3.93,14.3,not present ,0,0
03/05/2022,20:30:00,12.6,3.184,0,0,1.41,-3.01,0.77,0.45,8.654,3.92,13.5,not present ,0,0
03/05/2022,21:00:00,12.05,-0.066,0,0,1.41,-3.01,0.467,0,8.677,3.92,13.1,not present ,0,0
03/05/2022,21:30:00,12.22,-0.307,0,0,1.41,-3.01,0.044,-0.04,8.67,4.04,31.1,present ,25.06,108
03/05/2022,22:00:00,11.98,0.595,0,0,1.41,-3.01,0.052,0.08,8.681,4.15,32.8,present ,24.88,107.7
03/05/2022,22:30:00,11.55,0.047,0,0,1.41,-3.01,0.222,0,8.697,4.19,22.7,present ,24.84,34.5
03/05/2022,23:00:00,11.15,0.01,0,0,1.41,-3.01,0.349,0,8.712,4.19,21,present ,24.77,29.7
03/05/2022,23:30:00,10.81,2.283,0,0,1.41,-3.01,0.993,0.32,8.724,4.19,17.6,present ,24.65,27.9
04/05/2022,0:00:00,10.45,0.194,0,0,1.41,-3.01,-0.037,0.02,8.739,4.19,16.29,present ,24.57,27.9
04/05/2022,0:30:00,10.2,-0.053,0,0,1.41,-3.01,0.448,0,8.747,4.19,15.6,present ,24.47,27.6
04/05/2022,1:00:00,10.14,2.732,0,0,1.41,-3.01,0.792,0.39,8.751,4.19,15.4,present ,24.36,27.6
04/05/2022,1:30:00,10.13,3.497,0,0,1.41,-3.01,0.638,0.5,8.751,4.19,15.3,present ,24.25,27.6
04/05/2022,2:00:00,10.08,1.108,0,0,1.41,-3.01,0.781,0.15,8.755,4.19,15.1,present ,24.29,27.6
04/05/2022,2:30:00,10.19,1.644,0,0,1.41,-3.01,0.671,0.23,8.751,4.19,15.1,present ,24.25,27.6
04/05/2022,3:00:00,10.28,0.219,0,0,1.41,-3.01,0.39,0.03,8.747,4.19,15.3,present ,24.18,27.3
04/05/2022,3:30:00,10.29,-0.096,0,0,1.41,-3.01,0.398,-0.01,8.747,4.19,15.2,present ,24.15,27.6
04/05/2022,4:00:00,10.28,0.019,0,0,1.41,-3.01,0.444,0,8.747,4.19,15.3,present ,24.07,27.3
04/05/2022,4:30:00,10.37,0.459,0,0,1.41,-3.01,0.428,0.06,8.743,4.19,15.3,present ,24.04,27.3
04/05/2022,5:00:00,10.34,-0.079,0,0,1.41,-3.01,0.504,-0.01,8.743,4.19,15.2,present ,24,27.6
04/05/2022,5:30:00,10.27,0.593,0,0,1.41,-3.01,0.314,0.08,8.747,4.19,15.3,present ,23.93,27.6
04/05/2022,6:00:00,10.22,0.253,0,0,1.41,-3.01,0.331,0.03,8.747,4.19,14.9,present ,23.9,27.6
04/05/2022,6:30:00,10.12,1.291,0,0,1.41,-3.01,0.769,0.18,8.751,4.17,12.3,not present ,0,0
04/05/2022,7:00:00,9.99,-0.463,0,0,1.41,-3.01,0.268,-0.06,8.755,4.16,11,not present ,0,0
04/05/2022,7:30:00,9.92,2.049,0,0,1.41,-3.01,0.88,0.29,8.755,4.15,10.9,not present ,0,0
04/05/2022,8:00:00,9.68,-0.084,0,0,1.41,-3.01,0.137,-0.01,8.755,4.14,10.6,not present ,0,0
04/05/2022,8:30:00,9.57,0.031,0,0,1.41,-3.01,0.148,0,8.755,4.13,10.6,not present ,0,0
04/05/2022,9:00:00,9.69,0.035,0,0,1.41,-3.01,0.299,0,8.755,4.12,10.8,not present ,0,0
04/05/2022,9:30:00,9.99,2.027,0,0,1.41,-3.01,0.567,0.29,8.755,4.11,11,not present ,0,0
04/05/2022,10:00:00,10.19,3.609,0,0,1.41,-3.01,1.296,0.51,8.751,4.1,11.4,not present ,0,0
04/05/2022,10:30:01,10.19,-0.066,0,0,1.41,-3.01,0.22,0,8.751,4.09,11.6,not present ,0,0
04/05/2022,11:00:00,10.26,-0.75,0,0,1.41,-3.01,0.456,-0.1,8.747,4.09,11.6,not present ,0,0
04/05/2022,11:30:00,10.38,3.395,0,0,1.41,-3.01,0.988,0.48,8.743,4.08,11.7,not present ,0,0
04/05/2022,12:00:00,10.4,-1.314,0,0,1.41,-3.01,0.501,-0.18,8.739,4.07,11.8,not present ,0,0
04/05/2022,12:30:00,10.37,0.06,0,0,1.41,-3.01,0.201,0,8.743,4.07,11.6,not present ,0,0
04/05/2022,13:00:00,10.7,1.289,0,0,1.41,-3.01,0.546,0.18,8.728,4.07,12,not present ,0,0
04/05/2022,13:30:00,10.92,-0.116,0,0,1.41,-3.01,0.642,-0.01,8.72,4.06,12.2,not present ,0,0
04/05/2022,14:00:00,11.04,6.492,0,0,1.41,-3.01,0.94,0.92,8.716,4.06,12.3,not present ,0,0
04/05/2022,14:30:00,11.37,0.313,0,0,1.41,-3.01,0.304,0.04,8.704,4.05,12.9,not present ,0,0
04/05/2022,15:00:00,11.68,0.921,0,0,1.41,-3.01,0.407,0.13,8.693,4.04,13.2,not present ,0,0
04/05/2022,15:30:00,11.76,-0.112,0,0,1.41,-3.01,0.366,-0.01,8.689,4.02,13.2,not present ,0,0
04/05/2022,16:00:00,11.92,-0.056,0,0,1.41,-3.01,0.274,0,8.681,4.01,13.5,not present ,0,0
04/05/2022,16:30:00,11.78,0.242,0,0,1.41,-3.01,0.41,0.03,8.689,4,13,not present ,0,0
04/05/2022,17:00:00,12.04,-0.091,0,0,1.41,-3.01,0.456,-0.01,8.677,3.99,13.3,not present ,0,0
04/05/2022,17:30:00,12.08,1.876,0,0,1.41,-3.01,0.602,0.26,8.677,3.98,13.3,not present ,0,0
04/05/2022,18:00:00,12.16,0.163,0,0,1.41,-3.01,0.264,0.02,8.673,3.97,13.5,not present ,0,0
04/05/2022,18:30:00,12.34,0.191,0,0,1.41,-3.01,0.424,0.02,8.666,3.97,13.6,not present ,0,0
04/05/2022,19:00:00,12.21,0.181,0,0,1.41,-3.01,0.416,0.02,8.67,3.96,13.4,not present ,0,0
04/05/2022,19:30:00,11.94,-0.919,0,0,1.41,-3.01,0.347,-0.13,8.681,3.95,13.1,not present ,0,0
04/05/2022,20:00:00,11.84,0.113,0,0,1.41,-3.01,0.067,0.01,8.685,3.95,12.8,not present ,0,0
04/05/2022,20:30:00,11.57,0.56,0,0,1.41,-3.01,0.164,0.07,8.697,3.94,12.5,not present ,0,0
04/05/2022,21:00:00,11.69,0.116,0,0,1.41,-3.01,0.077,0.01,8.693,4.04,27.6,present ,23.52,114.9
04/05/2022,21:30:00,11.29,0.393,0,0,1.41,-3.01,-0.028,0.05,8.708,4.15,31.6,present ,23.2,115.5
04/05/2022,22:00:00,10.78,0.586,0,0,1.41,-3.01,0.418,0.08,8.728,4.19,22.3,present ,23.11,35.4
04/05/2022,22:30:00,10.32,0.157,1.422,-0.29,1.41,-3.01,-0.155,0.02,8.743,4.19,18.7,present ,22.99,29.4
04/05/2022,23:00:00,9.55,-0.148,1.419,-0.36,1.41,-3.01,-0.008,-0.02,8.755,4.19,16,present ,22.74,28.8
04/05/2022,23:30:00,8.94,-0.137,1.62,-0.5,1.41,-3.01,0,-0.01,8.755,4.19,14.7,present ,21.54,30
05/05/2022,0:00:00,8.53,0.487,1.694,-0.47,1.41,-3.01,0.161,0.07,8.755,4.16,10.6,not present ,0,0
05/05/2022,0:30:00,8.04,0.517,0,0,1.41,-3.01,0.291,0.07,8.755,4.15,9.5,not present ,0,0
05/05/2022,1:00:00,7.52,-0.368,3.768,-1.95,1.41,-3.01,-0.068,-0.05,8.755,4.14,8.6,not present ,0,0
05/05/2022,1:30:00,6.93,-0.215,5.893,-3.38,1.41,-3.01,-0.101,-0.03,8.755,4.13,8.1,not present ,0,0
05/05/2022,2:00:00,6.43,-0.355,6.568,-3.95,1.41,-3.01,-0.075,-0.05,8.755,4.12,7.8,not present ,0,0
05/05/2022,2:30:00,6.28,0.501,7.123,-4.24,1.41,-3.01,0.134,0.07,8.755,4.11,7.5,not present ,0,0
05/05/2022,3:00:00,6.05,-0.098,6.789,-4.16,1.41,-3.01,0.124,-0.01,8.755,4.11,7.2,not present ,0,0
05/05/2022,3:30:00,6.08,0.555,7.48,-4.53,1.41,-3.01,0.102,0.07,8.755,4.1,7.2,not present ,0,0
05/05/2022,4:00:00,5.89,-0.205,6.983,-4.35,1.41,-3.01,0.062,-0.02,8.755,4.09,7,not present ,0,0
05/05/2022,4:30:00,5.76,0.23,7.473,-4.66,1.41,-3.01,0.039,0.03,8.755,4.08,6.9,not present ,0,0
05/05/2022,5:00:00,5.95,0.186,7.642,-4.73,1.41,-3.01,0.051,0.02,8.755,4.07,6.9,not present ,0,0
05/05/2022,5:30:00,6.05,0.22,7.652,-4.7,1.41,-3.01,0.088,0.03,8.755,4.07,7,not present ,0,0
05/05/2022,6:00:00,6.27,-0.025,7.249,-4.4,1.41,-3.01,0.252,0,8.755,4.06,7.2,not present ,0,0
05/05/2022,6:30:00,6.26,-0.255,7.462,-4.58,1.41,-3.01,0.212,-0.03,8.755,4.06,6.9,not present ,0,0
05/05/2022,7:00:00,6.32,0.128,7.642,-4.63,1.41,-3.01,0.091,0.01,8.755,4.06,7.2,not present ,0,0
05/05/2022,7:30:00,6.32,-0.193,7.548,-4.61,1.41,-3.01,0.18,-0.02,8.755,4.05,7.1,not present ,0,0
05/05/2022,8:00:00,6.65,0.594,8.083,-4.76,1.41,-3.01,0.244,0.08,8.755,4.04,7.5,not present ,0,0
05/05/2022,8:30:00,6.9,0.641,8.015,-4.64,1.41,-3.01,0.226,0.09,8.755,4.02,7.8,not present ,0,0
05/05/2022,9:00:00,7.47,0.308,6.583,-3.63,1.41,-3.01,0.499,0.04,8.755,4.01,8.3,not present ,0,0
05/05/2022,9:30:00,8.55,1.375,0,0,1.41,-3.01,1.505,0.19,8.755,4,9.2,not present ,0,0
05/05/2022,10:00:00,10.04,-0.57,1.35,-0.36,1.41,-3.01,1.369,-0.08,8.755,3.99,10.9,not present ,0,0
05/05/2022,10:30:00,11.61,1.37,0,0,1.41,-3.01,1.465,0.19,8.693,3.98,12.5,not present ,0,0
05/05/2022,11:00:00,12.35,1.797,0,0,1.41,-3.01,1.066,0.25,8.666,3.97,13.4,not present ,0,0
05/05/2022,11:30:00,12.63,1.399,0,0,1.41,-3.01,1.062,0.19,8.654,3.97,13.8,not present ,0,0
05/05/2022,12:00:00,12.96,0.006,0,0,1.41,-3.01,0.9,0,8.643,3.96,14.5,not present ,0,0
05/05/2022,12:30:00,13.14,0.74,0,0,1.41,-3.01,0.593,0.1,8.635,3.95,14.7,not present ,0,0
05/05/2022,13:00:00,11.97,-0.423,0,0,1.41,-3.01,-0.25,-0.06,8.681,3.95,13.4,not present ,0,0
05/05/2022,13:30:00,11.24,-0.518,0,0,1.41,-3.01,0.125,-0.07,8.708,3.95,12.2,not present ,0,0
05/05/2022,14:00:00,11.46,0.077,0,0,1.41,-3.01,0.324,0.01,8.7,3.94,12.9,not present ,0,0
05/05/2022,14:30:00,12.42,0.603,0,0,1.41,-3.01,0.277,0.08,8.662,3.94,14.2,not present ,0,0
05/05/2022,15:00:00,13.02,-0.107,0,0,1.41,-3.01,-0.041,-0.01,8.639,3.94,15.2,not present ,0,0
05/05/2022,15:30:00,13.57,0.371,0,0,1.41,-3.01,0.578,0.05,8.62,3.93,15.4,not present ,0,0
05/05/2022,16:00:00,13.49,-0.276,0,0,1.41,-3.01,0.235,-0.03,8.623,3.93,15.2,not present ,0,0
05/05/2022,16:30:00,13.1,-0.649,0,0,1.41,-3.01,0.333,-0.09,8.635,3.93,14.6,not present ,0,0
05/05/2022,17:00:00,12.24,0.727,0,0,1.41,-3.01,0.563,0.1,8.67,3.92,13.6,not present ,0,0
05/05/2022,17:30:00,11.98,0.201,0,0,1.41,-3.01,0.195,0.02,8.681,3.92,13.4,not present ,0,0
05/05/2022,18:00:00,11.21,0.828,0,0,1.41,-3.01,0.161,0.11,8.708,3.91,12.2,not present ,0,0
05/05/2022,18:30:00,11.08,-0.46,0,0,1.41,-3.01,0.163,-0.06,8.716,3.91,12,not present ,0,0
05/05/2022,19:00:00,10.41,-0.095,0,0,1.41,-3.01,-0.169,-0.01,8.739,3.9,11.1,not present ,0,0
05/05/2022,19:30:00,9.43,-0.503,1.079,-0.22,1.41,-3.01,-0.446,-0.07,8.755,3.89,9.5,not present ,0,0
05/05/2022,20:00:00,8.93,-0.636,1.297,-0.38,1.41,-3.01,-0.03,-0.09,8.755,3.89,9.3,not present ,0,0
05/05/2022,20:30:00,8.39,0.937,0,0,1.41,-3.01,0.212,0.13,8.755,3.88,8.6,not present ,0,0
05/05/2022,21:00:00,8.13,-0.958,0.858,-0.19,1.41,-3.01,-0.095,-0.13,8.755,3.88,8.39,not present ,0,0
05/05/2022,21:30:00,8.38,-0.688,1.612,-0.6,1.41,-3.01,-0.189,-0.09,8.755,3.98,24.9,present ,23.62,114
05/05/2022,22:00:00,8.21,0.072,5.892,-3.1,1.41,-3.01,-0.406,0.01,8.755,4.07,28.7,present ,23.01,117.9
05/05/2022,22:30:00,7.42,-0.47,7.159,-4.12,1.41,-3.01,-0.29,-0.06,8.755,4.07,12.6,not present ,0,0
05/05/2022,23:00:00,6.94,-0.463,8.012,-4.79,1.41,-3.01,-0.138,-0.06,8.755,4.05,9.1,not present ,0,0
05/05/2022,23:30:00,6.99,0.322,8.682,-5.09,1.41,-3.01,0.091,0.04,8.755,4.04,8.1,not present ,0,0
06/05/2022,0:00:00,6.92,0.857,0,0,1.41,-3.01,0.402,0.12,8.755,4.02,7.8,not present ,0,0
06/05/2022,0:30:00,6.63,-0.285,8.356,-5.07,1.41,-3.01,-0.09,-0.04,8.755,4,7.4,not present ,0,0
06/05/2022,1:00:00,6.3,-1.02,1.367,-0.59,1.41,-3.01,0.037,-0.14,8.755,3.99,6.9,not present ,0,0
06/05/2022,1:30:00,6.13,1.315,0,0,1.41,-3.01,0.724,0.18,8.755,3.98,6.8,not present ,0,0
06/05/2022,2:00:00,6.39,4.278,0,0,1.41,-3.01,1.12,0.61,8.755,3.97,7,not present ,0,0
06/05/2022,2:30:00,6.28,0.793,0,0,1.41,-3.01,0.584,0.11,8.755,3.96,6.8,not present ,0,0
06/05/2022,3:00:00,6.24,-0.411,0,0,1.41,-3.01,0.183,-0.05,8.755,3.96,6.7,not present ,0,0
06/05/2022,3:30:00,6.51,0.52,0,0,1.41,-3.01,0.959,0.07,8.755,3.95,7,not present ,0,0
06/05/2022,4:00:00,6.66,4.31,0,0,1.41,-3.01,0.994,0.61,8.755,3.95,7.2,not present ,0,0
06/05/2022,4:30:00,6.74,1.593,0,0,1.41,-3.01,0.497,0.22,8.755,3.94,7.3,not present ,0,0
06/05/2022,5:00:00,6.74,0.064,0,0,1.41,-3.01,0.162,0,8.755,3.94,7.4,not present ,0,0
06/05/2022,5:30:00,6.64,-0.519,0,0,1.41,-3.01,0.4,-0.07,8.755,3.93,7.3,not present ,0,0
06/05/2022,6:00:00,6.44,2.593,0,0,1.41,-3.01,0.484,0.37,8.755,3.93,7.1,not present ,0,0
06/05/2022,6:30:00,6.35,-0.054,0,0,1.41,-3.01,0.241,0,8.755,3.93,6.8,not present ,0,0
06/05/2022,7:00:00,6.19,-0.205,0,0,1.41,-3.01,0.085,-0.02,8.755,3.92,6.8,not present ,0,0
06/05/2022,7:30:00,6.19,0.483,0,0,1.41,-3.01,0.323,0.06,8.755,3.92,6.9,not present ,0,0
06/05/2022,8:00:00,6.24,-0.212,0,0,1.41,-3.01,0.328,-0.03,8.755,3.92,7.1,not present ,0,0
06/05/2022,8:30:00,6.29,-0.063,0,0,1.41,-3.01,0.33,0,8.755,3.91,7.2,not present ,0,0
06/05/2022,9:00:00,6.34,3.391,0,0,1.41,-3.01,0.982,0.48,8.755,3.91,7.3,not present ,0,0
06/05/2022,9:30:00,6.45,1.179,0,0,1.41,-3.01,0.812,0.16,8.755,3.9,7.3,not present ,0,0
06/05/2022,10:00:00,6.5,1.733,0,0,1.41,-3.01,0.898,0.24,8.755,3.9,7.3,not present ,0,0
